modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,powerNetworkStandby,moisture,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerStandbyMode,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness
LFR6214O4B 914915746,1351.0,FREE_STANDING,"[2025, 2, 10]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914915746,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,AEG,51.0,27.0,4.0,4.9
LFR6214O2B 914915747,1351.0,FREE_STANDING,"[2025, 2, 10]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914915747,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,AEG,51.0,27.0,4.0,4.9
LTR7E7026EU 913143791,1151.0,FREE_STANDING,"[2025, 2, 10]",1151.0,6.0,B,43.0,25.0,60.0,24.0,90.0,,53.9,1151.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143791,155.0,155.0,0.484,78.0,43.0,B,197.0,40.0,AEG,48.0,34.0,4.0,4.9
TDLRB 65261BS EU/N,1151.0,FREE_STANDING,"[2025, 2, 9]",1151.0,6.5,B,37.0,24.0,60.0,24.0,90.0,,53.0,1151.0,52.0,C,0.11,0.11,https://docs.whirlpool.eu/,155.0,155.0,0.435,78.0,44.0,A,195.0,40.0,WHIRLPOOL,43.0,28.0,4.0,4.9
OZ 272DW3/1-S,1151.0,FREE_STANDING,"[2025, 2, 9]",1151.0,7.0,B,37.0,25.0,49.0,24.0,85.0,0.0,53.9,1151.0,68.9,C,1.0,0.5,https://corporate.haier-europe.com/en/,162.0,162.0,0.594,79.0,41.0,C,208.0,60.0,Zerowatt,59.0,32.0,4.0,4.9
WF90F09C4S,1400.0,FREE_STANDING,"[2025, 2, 7]",1400.0,9.0,B,25.0,24.0,60.0,24.0,85.0,2.0,53.9,1400.0,23.4,A,,0.5,https://www.samsung.com/support,174.0,174.0,0.223,72.0,50.0,A,228.0,60.0,Samsung,22.0,24.0,4.0,5.0
WF814LEVM,1400.0,FREE_STANDING,"[2025, 2, 7]",1400.0,8.0,B,28.0,23.0,54.0,24.0,85.0,,53.8,1400.0,41.1,B,,0.49,https://global.hisense.com/laundry,168.0,146.0,0.374,74.0,40.0,A,218.0,60.0,HISENSE,37.0,27.0,4.0,5.0
FF0824WA1,1400.0,FREE_STANDING,"[2025, 2, 6]",1400.0,8.0,B,35.0,22.0,52.0,24.0,85.0,,53.9,1400.0,46.6,A,,0.5,http://www.tcl.com/,168.0,168.0,0.424,72.0,48.0,A,218.0,60.0,TCL,42.0,27.0,4.0,5.0
FF0814WA1GR,1400.0,FREE_STANDING,"[2025, 2, 6]",1400.0,8.0,B,35.0,22.0,52.0,24.0,85.0,,53.9,1400.0,46.6,A,,0.5,http://www.tcl.com/,168.0,168.0,0.424,72.0,48.0,A,218.0,60.0,TCL,42.0,27.0,4.0,5.0
FF1014WA1GR,1400.0,FREE_STANDING,"[2025, 2, 6]",1400.0,10.0,B,33.0,23.0,63.0,24.0,85.0,,53.9,1400.0,46.5,B,,0.5,http://www.tcl.com/,180.0,180.0,0.459,76.0,52.0,A,239.0,60.0,TCL,46.0,27.0,4.0,5.0
WPM 911W ADS IT,1351.0,FREE_STANDING,"[2025, 2, 6]",1351.0,9.0,B,25.0,23.0,58.0,24.0,85.0,2.0,53.9,1351.0,25.7,B,0.5,0.5,https://docs.whirlpool.eu/,173.0,173.0,0.224,75.0,40.0,A,228.0,60.0,WHIRLPOOL,24.0,24.0,4.0,4.9
FF0924SA1,1400.0,FREE_STANDING,"[2025, 2, 6]",1400.0,9.0,B,36.0,24.0,56.0,24.0,85.0,,53.9,1400.0,46.6,A,,0.5,http://www.tcl.com/,174.0,174.0,0.443,72.0,50.0,A,228.0,60.0,TCL,44.0,30.0,4.0,5.0
FF0824SA1,1400.0,FREE_STANDING,"[2025, 2, 6]",1400.0,8.0,B,35.0,22.0,52.0,24.0,85.0,,53.9,1400.0,46.6,A,,0.5,http://www.tcl.com/,168.0,168.0,0.424,72.0,48.0,A,218.0,60.0,TCL,42.0,27.0,4.0,5.0
FF1024SA0,1400.0,FREE_STANDING,"[2025, 2, 6]",1400.0,10.0,B,33.0,23.0,63.0,24.0,85.0,,53.9,1400.0,46.5,B,,0.5,http://www.tcl.com/,180.0,180.0,0.459,76.0,52.0,A,239.0,60.0,TCL,46.0,27.0,4.0,5.0
WPM 97W ADS IT,1351.0,FREE_STANDING,"[2025, 2, 6]",1351.0,9.0,B,32.0,22.0,58.0,24.0,85.0,2.0,53.9,1351.0,46.5,B,0.5,0.5,https://docs.whirlpool.eu/,173.0,173.0,0.442,75.0,44.0,A,228.0,60.0,WHIRLPOOL,44.0,29.0,4.0,4.9
WPM 07W ADS IT,1351.0,FREE_STANDING,"[2025, 2, 6]",1351.0,10.0,B,30.0,23.0,58.0,24.0,85.0,2.0,53.9,1351.0,46.5,B,0.5,0.5,https://docs.whirlpool.eu/,179.0,179.0,0.459,75.0,52.0,A,238.0,60.0,WHIRLPOOL,46.0,27.0,4.0,4.9
THASNQ286TMR5-84,1151.0,FREE_STANDING,"[2025, 2, 6]",1151.0,8.0,B,37.0,24.0,60.0,24.0,86.0,2.0,53.9,1151.0,51.9,C,1.0,0.5,https://manuals.he.services/,168.0,168.0,0.472,77.0,44.0,A,218.0,41.0,Haier,47.0,30.0,4.0,4.9
FF0924WA1,1400.0,FREE_STANDING,"[2025, 2, 6]",1400.0,9.0,B,36.0,24.0,56.0,24.0,85.0,,53.9,1400.0,46.6,A,,0.5,http://www.tcl.com/,174.0,174.0,0.443,72.0,50.0,A,228.0,60.0,TCL,44.0,30.0,4.0,5.0
WED385 WCS PWash&Steam&9kg,1400.0,FREE_STANDING,"[2025, 2, 5]",1400.0,9.0,B,33.0,25.0,64.0,24.0,85.0,0.6000000000000001,53.9,1400.0,41.6,A,,0.3,https://www.miele.com/,174.0,146.0,0.396,72.0,50.0,A,229.0,60.0,Miele,40.0,32.0,3.0,5.0
SLF8405-ANE,1400.0,FREE_STANDING,"[2025, 2, 5]",1400.0,8.0,B,36.0,24.0,53.0,24.0,85.0,,53.9,1400.0,46.6,B,,0.5,www.but.fr,168.0,168.0,0.424,76.0,47.0,A,218.0,60.0,SIGNATURE,42.0,27.0,4.0,5.0
WEG885 WPS PWash&TDos&Steam,1400.0,FREE_STANDING,"[2025, 2, 4]",1400.0,9.0,B,33.0,25.0,64.0,24.0,85.0,0.8,53.9,1400.0,41.6,A,,0.4,https://www.miele.com/,174.0,146.0,0.396,72.0,50.0,A,229.0,60.0,Miele,40.0,32.0,3.6,5.0
FFD 9479 BV EE,1351.0,FREE_STANDING,"[2025, 2, 4]",1351.0,9.0,B,35.0,24.0,63.0,24.0,85.0,,53.0,1351.0,46.7,C,0.5,0.5,https://docs.whirlpool.eu/,170.0,150.0,0.444,78.0,47.0,A,225.0,60.0,WHIRLPOOL,44.0,28.0,4.0,4.9
WEG885 WCS PWash&TDos&Steam,1400.0,FREE_STANDING,"[2025, 2, 3]",1400.0,9.0,B,33.0,25.0,64.0,24.0,85.0,0.8,53.9,1400.0,41.6,A,,0.4,https://www.miele.com/,174.0,146.0,0.396,72.0,50.0,A,229.0,60.0,Miele,40.0,32.0,3.6,5.0
WEG895 WPS PWash&TDos&Steam,1400.0,FREE_STANDING,"[2025, 2, 3]",1400.0,9.0,B,33.0,25.0,64.0,24.0,85.0,0.8,53.9,1400.0,41.6,A,,0.4,https://www.miele.com/,174.0,146.0,0.396,72.0,50.0,A,229.0,60.0,Miele,40.0,32.0,3.6,5.0
WGH24400CH,1257.0,FREE_STANDING,"[2025, 2, 3]",1400.0,9.0,B,35.0,23.0,63.0,24.0,85.0,2.0,53.0,1400.0,41.5,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,160.0,0.395,70.0,50.0,A,228.0,60.0,Bosch,40.0,26.0,4.0,5.0
WEB365 WPS PWash&8kg,1400.0,FREE_STANDING,"[2025, 2, 3]",1400.0,8.0,B,32.0,25.0,64.0,24.0,85.0,0.6000000000000001,53.9,1400.0,41.6,A,,0.3,https://www.miele.com/,168.0,149.0,0.378,72.0,48.0,A,219.0,60.0,Miele,38.0,28.0,3.0,5.0
WWA120 WPS 8kg Active,1400.0,FREE_STANDING,"[2025, 2, 3]",1400.0,8.0,B,35.0,25.0,64.0,24.0,85.0,,53.9,1400.0,46.8,A,,0.3,https://www.miele.com/,168.0,149.0,0.425,72.0,48.0,A,219.0,60.0,Miele,43.0,29.0,3.2,5.0
WWG880 WPS PWash&TDos&Steam,1400.0,FREE_STANDING,"[2025, 2, 3]",1400.0,9.0,B,33.0,25.0,64.0,24.0,85.0,0.8,53.9,1400.0,41.6,A,,0.4,https://www.miele.com/,174.0,146.0,0.396,72.0,50.0,A,229.0,60.0,Miele,40.0,32.0,3.6,5.0
TDLR 65261BS IT,1151.0,FREE_STANDING,"[2025, 2, 2]",1151.0,6.5,B,37.0,24.0,60.0,24.0,90.0,,53.0,1151.0,52.0,C,0.11,0.11,https://docs.whirlpool.eu/,155.0,155.0,0.435,78.0,44.0,A,195.0,40.0,WHIRLPOOL,43.0,28.0,4.0,4.9
WA 7500,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,7.0,B,30.0,24.0,47.0,24.0,85.0,,53.9,1400.0,51.2,B,,0.49,www.bomann-germany.de,162.0,157.0,0.441,76.0,40.0,A,208.0,60.0,Bomann,44.0,26.0,4.0,5.0
EVWM71411AW,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,7.0,B,35.0,25.0,47.0,60.0,85.0,,53.9,1400.0,51.5,A,,0.49,www.everglades.nl,162.0,157.0,0.444,72.0,34.0,A,208.0,60.0,Everglades,44.0,29.0,4.0,5.0
HOULAVI80222EB,1200.0,FREE_STANDING,"[2025, 2, 1]",1200.0,8.0,B,34.0,21.0,48.0,24.0,85.0,,53.9,1200.0,52.0,B,,0.5,www.improvesrl.com,168.0,168.0,0.473,76.0,40.0,A,218.0,60.0,HOUSTYLE,47.0,27.0,4.0,5.0
WNM-12AW-CY,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,12.0,B,34.0,20.0,64.0,24.0,85.0,,53.9,1400.0,52.0,B,,0.5,https://www.mywestnet.com/,192.0,192.0,0.544,76.0,50.0,A,240.0,60.0,OMNYS ,54.0,27.0,4.0,5.0
WNM-9WH25GDP,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,,53.9,1400.0,51.9,B,,0.5,www.mywestnet.com,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,OMNYS ,49.0,29.0,4.0,5.0
EVWM91412AG,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,35.0,26.0,59.0,60.0,85.0,,53.9,1400.0,51.8,A,,0.49,www.everglades.nl,174.0,168.0,0.493,72.0,39.0,A,228.0,60.0,Everglades,49.0,31.0,4.0,5.0
10003289 WF 714 A-10 W566C2,1351.0,FREE_STANDING,"[2025, 2, 1]",1351.0,7.0,B,31.0,24.0,48.0,24.0,85.0,,53.9,1351.0,46.8,A,,0.5,https://www.electrodepot.fr/international-after-sales,162.0,162.0,0.403,72.0,45.0,A,208.0,60.0,VALBERG,40.0,27.0,4.0,5.0
EDWA14711AW,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,7.0,B,35.0,25.0,47.0,60.0,85.0,,53.9,1400.0,51.5,A,,0.49,www.edy.nl,162.0,157.0,0.444,72.0,34.0,A,208.0,60.0,Edy,44.0,29.0,4.0,5.0
EDWA14911AW,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,35.0,26.0,59.0,60.0,85.0,,53.9,1400.0,51.8,A,,0.49,www.edy.nl,174.0,168.0,0.493,72.0,39.0,A,228.0,60.0,Edy,49.0,31.0,4.0,5.0
WNM-10415IN-CY,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,10.0,B,33.0,20.0,60.0,24.0,85.0,,53.9,1400.0,52.0,B,,0.5,https://www.mywestnet.com/,180.0,180.0,0.9,76.0,51.0,A,239.0,60.0,OMNYS ,51.0,29.0,4.0,5.0
WNM-9IN25BET,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,,53.9,1400.0,51.9,B,,0.5,www.mywestnet.com,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,OMNYS ,49.0,29.0,4.0,5.0
WNM-9INST25-CY,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,,53.9,1400.0,51.9,B,,0.5,www.mywestnet.com,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,OMNYS ,49.0,29.0,4.0,5.0
EVWM91411AW,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,35.0,26.0,59.0,60.0,85.0,,53.9,1400.0,51.8,A,,0.49,www.everglades.nl,174.0,168.0,0.493,72.0,39.0,A,228.0,60.0,Everglades,49.0,31.0,4.0,5.0
10003290 WF 814 A-10 S566C2,1351.0,FREE_STANDING,"[2025, 2, 1]",1351.0,8.0,B,37.0,24.0,48.0,24.0,85.0,,53.9,1351.0,46.6,A,,0.5,https://www.electrodepot.fr/international-after-sales,168.0,168.0,0.424,72.0,48.0,A,218.0,60.0,VALBERG,42.0,27.0,4.0,5.0
10003461 WT 813 A W566C2,1250.0,FREE_STANDING,"[2025, 2, 1]",1250.0,8.0,B,38.0,23.0,61.0,24.0,88.0,,53.9,1250.0,51.9,C,,0.5,https://www.electrodepot.fr/international-after-sales,168.0,168.0,0.472,78.0,48.0,A,218.0,40.0,VALBERG,47.0,32.0,4.0,5.0
EDWA14912AG,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,35.0,26.0,59.0,60.0,85.0,,53.9,1400.0,51.8,A,,0.49,www.edy.nl,174.0,168.0,0.493,72.0,39.0,A,228.0,60.0,Edy,49.0,31.0,4.0,5.0
WNM-7014AINS-CY,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,7.0,B,31.0,21.0,48.0,24.0,85.0,,53.9,1400.0,52.0,B,,0.5,https://www.mywestnet.com/,162.0,162.0,0.448,76.0,37.0,A,208.0,60.0,OMNYS ,45.0,25.0,4.0,5.0
WNM-8IN25BET,1200.0,FREE_STANDING,"[2025, 2, 1]",1200.0,8.0,B,34.0,21.0,48.0,24.0,85.0,,53.9,1200.0,52.0,B,,0.5,www.mywestnet.com,168.0,168.0,0.473,76.0,40.0,A,218.0,60.0,OMNYS ,47.0,27.0,4.0,5.0
WNM-9WH25BET-CY,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,,53.9,1400.0,51.9,B,,0.5,www.mywestnet.com,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,OMNYS ,49.0,29.0,4.0,5.0
WNM-10WH25GD,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,10.0,B,33.0,20.0,60.0,24.0,85.0,,53.9,1400.0,52.0,B,,0.5,www.mywestnet.com,180.0,180.0,0.514,76.0,51.0,A,239.0,60.0,OMNYS ,51.0,29.0,4.0,5.0
WNM-10IN25BET,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,10.0,B,33.0,20.0,60.0,24.0,85.0,,53.9,1400.0,52.0,B,,0.5,www.mywestnet.com,180.0,180.0,0.514,76.0,51.0,A,239.0,60.0,OMNYS ,51.0,29.0,4.0,5.0
WNM-10IN25BST,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,10.0,B,33.0,20.0,60.0,24.0,85.0,,53.9,1400.0,52.0,B,,0.5,www.mywestnet.com,180.0,180.0,0.514,76.0,51.0,A,239.0,60.0,OMNYS ,51.0,29.0,4.0,5.0
IMPLAVI80222EB,1200.0,FREE_STANDING,"[2025, 2, 1]",1200.0,8.0,B,34.0,21.0,48.0,24.0,85.0,,53.9,1200.0,52.0,B,,0.5,www.improvesrl.com,168.0,168.0,0.473,76.0,40.0,A,218.0,60.0,IMPROVE,47.0,27.0,4.0,5.0
600187460 / 600187465 / 600187478 / 600187483,1351.0,FREE_STANDING,"[2025, 2, 1]",1351.0,8.0,B,34.0,24.0,48.0,36.0,85.0,,53.9,1351.0,46.6,B,,0.5,auchan.fr,168.0,168.0,0.424,76.0,48.0,A,218.0,60.0,Qilive,42.0,27.0,4.0,5.0
EDWA14712AG,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,7.0,B,35.0,25.0,47.0,60.0,85.0,,53.9,1400.0,51.5,A,,0.49,www.edy.nl,162.0,157.0,0.444,72.0,34.0,A,208.0,60.0,Edy,44.0,29.0,4.0,5.0
WNM-9WH25BET,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,,53.9,1400.0,51.9,B,,0.5,www.mywestnet.com,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,OMNYS ,49.0,29.0,4.0,5.0
WNM-8WH25GD,1200.0,FREE_STANDING,"[2025, 2, 1]",1200.0,8.0,B,34.0,21.0,48.0,24.0,85.0,,53.9,1200.0,52.0,B,,0.5,www.mywestnet.com,168.0,168.0,0.473,76.0,40.0,A,218.0,60.0,OMNYS ,47.0,27.0,4.0,5.0
DWD-DS9014,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,,53.9,1400.0,51.9,B,,5.0,https://marelvi.ro,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,DAEWOO,49.0,29.0,4.0,5.0
EVWM71412AG,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,7.0,B,35.0,25.0,47.0,60.0,85.0,,53.9,1400.0,51.5,A,,0.49,www.everglades.nl,162.0,157.0,0.444,72.0,34.0,A,208.0,60.0,Everglades,44.0,29.0,4.0,5.0
IMPLAVI70222AB,1200.0,FREE_STANDING,"[2025, 2, 1]",1200.0,7.0,B,38.0,21.0,44.0,24.0,85.0,,53.9,1200.0,52.0,B,,0.5,www.improvesrl.com,162.0,162.0,0.448,76.0,37.0,A,208.0,60.0,IMPROVE,45.0,26.0,,5.0
600156344 / 600156346 / 600156349 / 600156351,1350.0,FREE_STANDING,"[2025, 2, 1]",1350.0,10.0,B,37.0,23.0,53.0,36.0,85.0,2.0,53.9,1350.0,51.9,A,1.0,0.5,auchan.fr,180.0,180.0,0.513,72.0,52.0,A,239.0,60.0,Qilive,51.0,33.0,4.0,5.0
WMI3914D/01,1351.0,FREE_STANDING,"[2025, 2, 1]",1351.0,9.0,B,40.0,24.0,50.0,24.0,85.0,,53.9,1351.0,51.9,B,,0.5,www.verkkokauppa.com,174.0,174.0,0.494,76.0,50.0,A,228.0,60.0,Ströme,49.0,32.0,4.0,5.0
WNM-12AWTB,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,12.0,B,34.0,20.0,64.0,24.0,85.0,,53.9,1400.0,52.0,B,,0.5,https://www.mywestnet.com/,192.0,192.0,0.544,76.0,50.0,A,240.0,60.0,OMNYS ,54.0,27.0,4.0,5.0
WNM-7WH25BAS,1200.0,FREE_STANDING,"[2025, 2, 1]",1200.0,7.0,B,36.0,21.0,44.0,24.0,85.0,,53.9,1200.0,52.0,B,,0.5,www.mywestnet.com,146.0,146.0,0.448,76.0,37.0,A,208.0,60.0,OMNYS ,45.0,26.0,4.0,5.0
WNM-9WH25GD,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,,53.9,1400.0,51.9,B,,0.5,www.mywestnet.com,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,OMNYS ,49.0,29.0,4.0,5.0
WNM-12WHST25,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,12.0,B,34.0,20.0,64.0,24.0,85.0,,53.9,1400.0,52.0,B,,0.5,www.mywestnet.com,180.0,180.0,0.544,76.0,50.0,A,240.0,60.0,OMNYS ,54.0,27.0,4.0,5.0
DWD-CS9014,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,,53.9,1400.0,51.9,B,,0.5,https://marelvi.ro,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,DAEWOO,49.0,29.0,4.0,5.0
W-7-1200-B-W,1200.0,FREE_STANDING,"[2025, 2, 1]",1200.0,7.0,B,44.0,23.0,50.0,24.0,85.0,0.0,53.4,1200.0,60.0,B,1.0,0.5,http://www.vestel-germany.de,162.0,162.0,0.517,75.0,45.0,B,208.0,60.0,TELEFUNKEN,52.0,29.0,4.0,5.0
VMS81415D,1330.0,FREE_STANDING,"[2025, 2, 1]",1330.0,8.0,B,49.0,22.0,53.0,24.0,85.0,0.0,53.4,1330.0,80.0,C,1.0,0.5,https://www.flanco.ro,168.0,168.0,0.727,78.0,48.0,D,218.0,60.0,VISION CLEAN,73.0,36.0,4.0,5.0
CTM3714VN,1351.0,FREE_STANDING,"[2025, 1, 31]",1351.0,7.0,B,32.0,22.0,48.0,24.0,85.0,,53.9,1351.0,51.5,B,1.0,0.5,http://www.elvita.se,162.0,162.0,0.444,76.0,45.0,A,208.0,60.0,Elvita,44.0,27.0,4.0,5.0
GD 410B8-S,1330.0,FREE_STANDING,"[2025, 1, 31]",1330.0,10.0,B,30.0,25.0,60.0,24.0,85.0,,53.9,1330.0,41.6,A,0.5,0.5,https://manuals.he.services/,178.0,158.0,0.411,69.0,44.0,A,238.0,60.0,Candy,41.0,26.0,4.0,5.0
RGJ 814 W,1400.0,FREE_STANDING,"[2025, 1, 30]",1400.0,8.0,B,37.0,19.0,55.0,24.0,85.0,0.0,53.0,1400.0,51.8,B,0.49,0.49,www.mjm.pt,168.0,168.0,0.765,76.0,58.0,A,219.0,60.0,Junex,47.0,31.0,4.0,4.9
PR1410MKINVA,1350.0,FREE_STANDING,"[2025, 1, 30]",1350.0,10.0,B,37.0,23.0,53.0,60.0,85.0,,53.9,1350.0,51.9,A,,0.5,www.koncar-ka.hr,180.0,180.0,0.513,72.0,52.0,A,239.0,60.0,KONČAR,51.0,33.0,4.0,5.0
PR1412MKINVA,1350.0,FREE_STANDING,"[2025, 1, 30]",1350.0,12.0,B,39.0,27.0,57.0,60.0,85.0,,53.9,1350.0,52.0,C,,0.5,www.koncar-ka.hr,180.0,180.0,0.544,80.0,57.0,A,240.0,60.0,KONČAR,54.0,34.0,4.0,5.0
ETA384490000AE,1200.0,FREE_STANDING,"[2025, 1, 30]",1200.0,7.0,B,33.0,22.0,61.0,24.0,88.0,,53.9,1200.0,51.5,C,0.5,0.5,www.eta.cz,162.0,162.0,0.444,78.0,45.0,A,208.0,40.0,ETA,44.0,28.0,4.0,5.0
CNWB 11489 WBMVA FR,1351.0,FREE_STANDING,"[2025, 1, 30]",1351.0,11.0,B,31.0,24.0,61.0,24.0,85.0,,53.0,1351.0,41.5,B,0.5,0.5,https://docs.whirlpool.eu/,180.0,180.0,0.424,76.0,50.0,A,240.0,60.0,HOTPOINT/ARISTON,42.0,29.0,4.0,4.9
PR148MKINVA,1351.0,FREE_STANDING,"[2025, 1, 29]",1351.0,8.0,B,35.0,24.0,48.0,60.0,85.0,,53.9,1351.0,46.6,A,,0.5,www.koncar-ka.hr,168.0,168.0,0.424,72.0,48.0,A,218.0,60.0,KONČAR,42.0,28.0,4.0,5.0
WMTG 6261 FR,1151.0,FREE_STANDING,"[2025, 1, 28]",1151.0,6.0,B,29.0,23.0,60.0,24.0,90.0,,53.0,1151.0,52.0,C,0.11,0.11,https://docs.whirlpool.eu/,155.0,135.0,0.421,79.0,43.0,A,195.0,40.0,HOTPOINT/ARISTON,42.0,26.0,4.0,4.9
IGT G626B IT,1151.0,FREE_STANDING,"[2025, 1, 28]",1151.0,6.0,B,29.0,23.0,60.0,24.0,90.0,,53.0,1151.0,52.0,C,0.11,0.11,https://docs.whirlpool.eu/,155.0,135.0,0.421,79.0,43.0,A,195.0,40.0,IGNIS,42.0,26.0,4.0,4.9
L53266AL 913133404,1151.0,FREE_STANDING,"[2025, 1, 27]",1151.0,6.0,B,41.0,23.0,60.0,0.0,89.0,,53.9,1151.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913133404,155.0,155.0,0.42,78.0,43.0,A,195.0,40.0,AEG,42.0,25.0,4.0,4.9
L53260AG 913133405,1151.0,FREE_STANDING,"[2025, 1, 27]",1151.0,6.0,B,41.0,23.0,60.0,0.0,89.0,,53.9,1151.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913133405,155.0,155.0,0.42,78.0,43.0,A,195.0,40.0,AEG,42.0,25.0,4.0,4.9
MS-WM081200,1200.0,FREE_STANDING,"[2025, 1, 27]",1200.0,8.0,B,34.0,21.0,48.0,24.0,85.0,,53.9,1200.0,41.6,B,,0.5,www.derosso.website,162.0,162.0,0.378,76.0,40.0,A,208.0,60.0,MERLIN,38.0,27.0,4.0,5.0
MS-WM091400,1400.0,FREE_STANDING,"[2025, 1, 27]",1400.0,9.0,B,30.0,20.0,60.0,24.0,85.0,,53.9,1400.0,35.6,B,,0.5,www.derosso.website,174.0,174.0,0.339,76.0,45.0,A,228.0,60.0,MERLIN,34.0,20.0,4.0,5.0
LSR636O62G 914343119,1151.0,FREE_STANDING,"[2025, 1, 27]",1151.0,6.0,B,42.0,23.0,42.0,24.0,84.0,,53.5,1151.0,59.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343119,155.0,145.0,0.484,72.0,40.0,B,197.0,60.0,AEG,48.0,31.0,4.0,4.9
LSR6E7474X 914343166,1351.0,FREE_STANDING,"[2025, 1, 27]",1351.0,7.0,B,46.0,23.0,49.0,0.0,84.0,,53.3,1351.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343166,160.0,145.0,0.515,75.0,45.0,B,205.0,60.0,AEG,52.0,28.0,4.0,4.9
CSH 1285TE-S,1151.0,FREE_STANDING,"[2025, 1, 27]",1151.0,8.0,B,39.0,27.0,54.0,24.0,85.0,2.0,53.9,1151.0,80.0,C,1.0,0.5,https://corporate.haier-europe.com/en/,168.0,168.0,0.727,77.0,44.0,D,218.0,60.0,Candy,73.0,36.0,4.0,4.9
FFBS 9479 WV FR,1351.0,FREE_STANDING,"[2025, 1, 26]",1351.0,9.0,B,35.0,24.0,63.0,24.0,85.0,,53.0,1351.0,46.7,C,0.5,0.5,https://docs.whirlpool.eu/,170.0,150.0,0.444,78.0,47.0,A,225.0,60.0,WHIRLPOOL,44.0,28.0,4.0,4.9
WIW-10814BA,1350.0,FREE_STANDING,"[2025, 1, 25]",1350.0,8.0,B,36.0,24.0,48.0,24.0,85.0,,53.9,1350.0,51.9,A,1.0,0.5,www.morris.gr,168.0,168.0,0.472,72.0,48.0,A,218.0,60.0,MORRIS,47.0,29.0,4.0,5.0
